Country,Features,Region,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Guatemala,net imports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,-0.002,-0.07,-0.038,-0.22,-0.704,-0.241,-0.385,-0.397,-0.423,-0.316,-0.082,-0.12377,-0.071,-0.057,0.223,0.318,0.026,-0.275,-0.499,-0.502,-0.588,-0.967,-1.67427,-1.049,-0.071,-0.071
Guatemala,distribution losses ,Central & South America,0.118,0.135,0.182,0.184,0.205,0.213,0.242,0.288,0.4,0.41,0.327,0.323,0.342,0.381,0.396,0.486,0.588,0.764,0.915,0.794,1.494,1.347,1.374,1.031,1.093,1.442,0.945,1.186,1.216,1.291,1.187,1.35,1.271,1.321,1.377,1.341,1.433,1.516,1.457832,1.587,1.555,1.555755583
Guyana,net generation,Central & South America,0.388,0.402,0.332,0.162,0.167,0.222,0.215,0.376,0.381,0.326,0.294,0.235,0.219,0.226,0.355,0.539,0.65,0.745,0.804,0.844,0.877,0.91,0.914,0.822,0.858,0.6502,0.6693,0.7044,0.7104,0.7255,0.862248,0.909333,0.955406,0.989489,0.999553,1.040953,1.1014,1.1444,1.1584,1.2194,1.162546515,1.230907892
Guyana,net consumption,Central & South America,0.388,0.402,0.332,0.109,0.093,0.152,0.132,0.329,0.33,0.275,0.247,0.176,0.179,0.18,0.258,0.445,0.527,0.602,0.639,0.671,0.569740278,0.594134444,0.5988475,0.523713611,0.556564722,0.412538889,0.438623611,0.479630556,0.458494167,0.452237778,0.610483833,0.646873556,0.713297944,0.759649556,0.784652722,0.821632444,0.877568056,0.911493889,0.923183889,0.97271,0.912546515,0.980883161
Guyana,net imports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.012,0.015,0.02,0.015,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guyana,distribution losses ,Central & South America,0,0,0,0.053,0.074,0.07,0.083,0.047,0.051,0.051,0.047,0.059,0.06,0.058,0.112,0.114,0.138,0.157,0.165,0.173,0.307259722,0.315865556,0.3151525,0.298286389,0.301435278,0.237661111,0.230676389,0.224769444,0.251905833,0.273262222,0.251764167,0.262459444,0.242108056,0.229839444,0.214900278,0.219320556,0.223831944,0.232906111,0.235216111,0.24669,0.25,0.250024731
Haiti,net generation,Central & South America,0.318,0.328,0.418,0.44,0.468,0.515,0.567,0.572,0.595,0.595,0.636,0.608,0.544,0.486,0.416,0.53,0.624,0.553,0.639,0.54,0.52816,0.57234,0.52678,0.5152,0.52678,0.53554,0.54906,0.44716,0.4657,0.68816,0.5604,0.65204,1.04616,1.00006,0.97632,0.98187,1.02451,1.00105,0.99515,1.025,0.914245106,0.990334393
Haiti,net consumption,Central & South America,0.237,0.234,0.315,0.329,0.355,0.397,0.475,0.428,0.427,0.411,0.453,0.463,0.416,0.335,0.277,0.269,0.286,0.286,0.278,0.268,0.28416,0.28134,0.24778,0.2362,0.23578,0.32254,0.33006,0.22116,0.2087,0.31916,0.2174,0.32004,0.40916,0.40106,0.36332,0.37387,0.40751,0.37705,0.361442,0.382,0.292245106,0.365929086
Haiti,net imports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haiti,distribution losses ,Central & South America,0.081,0.094,0.103,0.111,0.113,0.118,0.092,0.144,0.168,0.184,0.183,0.145,0.128,0.151,0.139,0.261,0.338,0.267,0.361,0.272,0.244,0.291,0.279,0.279,0.291,0.213,0.219,0.226,0.257,0.369,0.343,0.332,0.637,0.599,0.613,0.608,0.617,0.624,0.633708,0.643,0.622,0.624405307
Honduras,net generation,Central & South America,0.899,0.978,1.037,1.066,1.04,1.045,1.427,1.291,1.904,2.004,2.254,2.286,2.358,2.45,2.114,2.266,2.985,3.052,3.306,3.097,3.54554,3.74674,3.9271,4.35346,4.65982,5.392,5.742,6.053,6.282,6.377,6.52178,6.99256,7.48174,7.72656,8.35978,9.37774,9.55712,9.599832,9.902203,11.108461,11.300727,11.96905101
Honduras,net consumption,Central & South America,0.76,0.844,0.841,0.813,0.839,0.994,1.342,1.296,1.835,1.789,1.982,1.947,1.731,1.697,1.43,1.551,2.185,2.378,2.648,2.514,3.10454,3.20774,3.3541,3.58846,3.70231,4.066,4.233,4.696,4.96,4.549,4.61178,5.25556,5.39274,5.35656,6.60078,6.67744,6.81172,7.250027,7.368926,7.655902,7.629293,8.157778012
Honduras,net imports ,Central & South America,-0.004,-0.004,-0.004,-0.004,0,0,0.008,0.007,0.003,0.003,0.003,0,-0.003,0.016,0.017,-0.025,-0.155,0.114,0.044,0.144,0.276,0.308,0.415,0.331,0.34249,0.055,0.019,0.012,-0.012,-0.051,0.009,0.194,0.187,0.107,0.823,0.1497,0.2976,0.4211,0.3643,-0.2805,-0.166,-0.166
Honduras,distribution losses ,Central & South America,0.135,0.13,0.192,0.249,0.201,0.051,0.093,0.002,0.072,0.218,0.275,0.339,0.624,0.769,0.701,0.69,0.645,0.788,0.702,0.727,0.717,0.847,0.988,1.096,1.3,1.381,1.528,1.369,1.31,1.777,1.919,1.931,2.276,2.477,2.582,2.85,3.043,2.770905,2.897577,3.172059,3.505434,3.645272997
Jamaica,net generation,Central & South America,1.731,1.746,1.804,2.025,1.926,1.655,1.709,1.891,1.905,2.122,2.414,2.048,2.165,3.592,4.523,5.488,5.688,5.893,6.103,6.225,6.22172,6.26434,6.52446,6.72512,6.7951,6.98896,7.0381,5.603,3.995,4.053,3.97172,4.0149,3.92762,3.92436,3.89984,3.90172,4.13046,4.11098,4.169854,4.241992,4.073336786,4.345916157
Jamaica,net consumption,Central & South America,1.485,1.481,1.552,1.74,1.65,1.375,1.419,1.563,1.541,1.712,2.056,1.665,1.726,3.592,4.005,4.856,5.035,5.217,5.461,5.576,5.59972,5.70034,5.90646,6.10512,6.0641,6.13496,6.0981,4.941,2.988,3.072,3.06972,3.0539,2.89462,2.82736,2.79684,2.79872,2.97046,2.95898,3.025854,3.092992,2.924336786,3.19920181
Jamaica,net imports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamaica,distribution losses ,Central & South America,0.246,0.265,0.252,0.285,0.276,0.28,0.29,0.328,0.364,0.41,0.358,0.383,0.439,0,0.518,0.632,0.653,0.676,0.642,0.649,0.622,0.564,0.618,0.62,0.731,0.854,0.94,0.662,1.007,0.981,0.902,0.961,1.033,1.097,1.103,1.103,1.16,1.152,1.144,1.149,1.149,1.146714347
Martinique,net generation,Central & South America,0.258,0.279,0.318,0.367,0.383,0.414,0.447,0.502,0.55,0.601,0.641,0.694,0.742,0.801,0.849,0.917,0.958,1.013,1.025,1.045,1.048,1.203,1.249,1.301,1.341,1.404,1.46,1.508,1.548,1.589,1.526,1.459,ie,ie,ie,ie,ie,ie,ie,ie,ie,ie
Martinique,net consumption,Central & South America,0.23994,0.25947,0.29574,0.34131,0.35619,0.38502,0.41571,0.46686,0.5115,0.55893,0.59613,0.64542,0.69006,0.74493,0.78957,0.85281,0.89094,0.94209,0.95325,0.97185,0.97464,1.11879,1.16157,1.20993,1.24713,1.30572,1.3578,1.40244,1.43964,1.47777,1.41918,1.35687,0,0,0,0,0,0,0,0,0,0
Martinique,net imports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Martinique,distribution losses ,Central & South America,0.01806,0.01953,0.02226,0.02569,0.02681,0.02898,0.03129,0.03514,0.0385,0.04207,0.04487,0.04858,0.05194,0.05607,0.05943,0.06419,0.06706,0.07091,0.07175,0.07315,0.07336,0.08421,0.08743,0.09107,0.09387,0.09828,0.1022,0.10556,0.10836,0.11123,0.10682,0.10213,ie,ie,ie,ie,ie,ie,ie,ie,ie,ie
Montserrat,net generation,Central & South America,0.011,0.012,0.012,0.012,0.012,0.012,0.012,0.013,0.013,0.014,0.013,0.014,0.014,0.015,0.015,0.016,0.016,0.017,0.014,0.014,0.011,0.011,0.019,0.02,0.02,0.02,0.02,0.021,0.022,0.022,0.022,0.021,0.021,0.022,0.023,0.02256,0.0188,0.01786,0.01833,0.02256,0.01361,0.01448104
Montserrat,net consumption,Central & South America,0.01023,0.01116,0.01116,0.01116,0.01116,0.01116,0.01116,0.01209,0.01209,0.01302,0.01209,0.01302,0.01302,0.01395,0.01395,0.01488,0.01488,0.01581,0.01302,0.01302,0.0104,0.0105,0.0185,0.0195,0.0195,0.0197,0.0197,0.0207,0.0219,0.0219,0.0219,0.021,0.021,0.02163,0.02265,0.02214,0.01824,0.01738,0.01772,0.02209,0.01326,0.01448104
Montserrat,net imports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montserrat,distribution losses ,Central & South America,0.00077,0.00084,0.00084,0.00084,0.00084,0.00084,0.00084,0.00091,0.00091,0.00098,0.00091,0.00098,0.00098,0.00105,0.00105,0.00112,0.00112,0.00119,0.00098,0.00098,0.0006,0.0005,0.0005,0.0005,0.0005,0.0003,0.0003,0.0003,0.0001,0.0001,0.0001,0,0,0.00037,0.00035,0.00042,0.00056,0.00048,0.00061,0.00047,0.00035,0
Nicaragua,net generation,Central & South America,1.062,1.094,1.044,0.934,0.971,1.025,0.93,1.22,1.163,1.349,1.351,1.383,1.495,1.598,1.6,1.682,1.797,1.765,2.009,2.062,2.1291,2.3402,2.7043,2.6083,2.6993,3.00773,3.09937,2.92762,3.22675,3.5523,3.513,3.66886,3.8947,4.040576,4.35395,4.441065,4.47846,4.399389,4.540872,4.463606,4.417365124,4.624157975
Nicaragua,net consumption,Central & South America,0.901,0.956,0.994,1.091,1.108,1.063,0.935,1.207,1.161,1.289,1.306,1.122,1.183,1.163,1.133,1.185,1.275,1.423,1.456,1.563,1.5261,1.5882,1.9233,1.7803,1.8833,2.19973,2.29869,2.14657,2.40272,2.7233,2.541,2.69086,2.9607,3.099316,3.27795,3.370065,3.61446,3.729579,3.763985,3.808866,4.442050124,4.929996152
Nicaragua,net imports ,Central & South America,-0.009,0.004,0.101,0.33,0.265,0.187,0.19,0.19,0.19,0.2,0.2,0.058,0.035,-0.048,-0.013,0,0.01,0.162,0.043,0.058,0.113,0.017,0.009,-0.009,0.001,0.017,0.04432,0.06395,0.02797,0,-0.033,-0.031,0.017,0.03574,-0.027,0.012,0.187,0.326,0.201,0.433849,1.071,1.355061335
Nicaragua,distribution losses ,Central & South America,0.152,0.142,0.151,0.173,0.128,0.149,0.185,0.203,0.192,0.26,0.245,0.319,0.347,0.387,0.454,0.497,0.532,0.504,0.596,0.557,0.716,0.769,0.79,0.819,0.817,0.825,0.845,0.845,0.852,0.829,0.939,0.947,0.951,0.977,1.049,1.083,1.051,0.99581,0.977887,1.088589,1.046315,1.049223158
Panama,net generation,Central & South America,1.791,1.999,2.177,2.31,2.353,2.496,2.724,2.777,2.718,2.673,2.793,2.912,2.849,3.151,3.256,3.483,4.114,4.177,3.642,4.376,4.766,4.943,5.147,5.384,5.606,5.665,5.862,6.3276,6.24072,6.73214,7.15098,7.55894,8.35966,8.68386,8.34792,9.35252,9.9875,10.63472,10.64248,10.37908,11.0524,11.20340229
Panama,net consumption,Central & South America,1.507,1.69,1.821,1.967,1.944,2.049,2.226,2.34,2.272,2.104,2.214,2.34,2.295,2.528,2.561,2.88,3.351,3.172,2.77,3.429,3.782,3.804,4.024,4.171,4.579,4.739,4.920393,5.30045244,5.53672,5.68537,6.10298,6.54294,7.14266,7.48186,7.13192,7.84462,8.1085,8.87577,8.906429,8.72038,9.394642,9.488975158
Panama,net imports ,Central & South America,0,0,0,0,0,0.022,0.023,0.12,0.071,0.072,0.114,0.139,0.146,0.09,0.033,0.147,0.049,-0.053,0.032,-0.05,0.182,-0.073,-0.014,-0.177,-0.051,0.004,-0.014607,-0.11614756,0.074,-0.03077,0.032,0.064,-0.04,0.004,0.095,-0.1219,-0.368,-0.3114,-0.3128,-0.3497,-0.4501,-0.506769133
Panama,distribution losses ,Central & South America,0.284,0.309,0.356,0.343,0.409,0.469,0.521,0.557,0.517,0.641,0.693,0.711,0.7,0.713,0.728,0.75,0.812,0.952,0.904,0.897,1.166,1.066,1.109,1.036,0.976,0.93,0.927,0.911,0.778,1.016,1.08,1.08,1.177,1.206,1.311,1.386,1.511,1.44755,1.423251,1.309,1.207658,1.207658
Paraguay,net generation,Central & South America,0.763,0.793,0.709,0.824,0.935,4.121,11.974,18.569,19.95,24.253,27.229,29.39,27.181,31.167,36.071,41.757,44.915,50.4,50.422,51.449,52.969,44.876,47.744,51.26933333,51.417,50.657,53.249,53.191,54.912,54.41,53.52494,57.04994,59.63282,59.90482,54.86764,55.33294,63.30294,59.22988,58.75377,49.07259,46.50896,40.023132
Paraguay,net consumption,Central & South America,0.721,0.815,0.832,0.861,1.032,1.386,1.846,2.683,2.83,2.76,2.345,2.576,2.521,2.574,2.753,3.263,3.967,3.549,3.822,3.947,4.183,4.284,4.406,4.206333333,4.21,4.499,4.90263,5.324,5.70708,6.238,6.77794,7.49694,8.12482,9.17182,10.06564,10.61594,11.06694,11.59458,12.52826,12.85444,14.27648,7.677260571
Paraguay,net imports ,Central & South America,0.002,0.102,0.26,0.202,0.196,-2.548,-9.948,-15.598,-16.82,-20.522,-24.801,-26.803,-24.617,-28.118,-32.772,-37.828,-40.87,-45.673,-45.213,-46.036,-47.358,-39.137,-41.777,-45.18,-45.005,-43.79,-45.70637,-45.113,-46.29092,-45.042,-43.378,-46.12,-47.663,-47.364,-41.4,-41.127,-48.415,-43.635,-42.205,-31.748,-28.005,-28.005
Paraguay,distribution losses ,Central & South America,0.044,0.08,0.137,0.165,0.099,0.187,0.18,0.288,0.3,0.971,0.083,0.011,0.043,0.475,0.546,0.666,0.078,1.178,1.387,1.466,1.428,1.455,1.561,1.883,2.202,2.368,2.64,2.754,2.914,3.13,3.369,3.433,3.845,3.369,3.402,3.59,3.821,4.0003,4.02051,4.47015,4.22748,4.340871429
Peru,net generation,Central & South America,9.95944,10.6864,11.35806,10.69922,11.62904,12.16208,12.96554,13.94652,13.4339,13.47786,13.19,13.891,12.836,14.505,14.497,16.439,16.939,17.534,18.16,18.633,19.53705,20.42205,21.57805,22.48805,23.84705,25.34005,26.72405,29.14005,32.01605,31.66305,34.27861,37.50145,38.41784,41.64966,43.4642,46.23952,49.83334,52.463094,54.681916,56.561868,52.818457,58.135907
Peru,net consumption,Central & South America,8.65744,9.3534,10.10706,9.68822,10.45504,10.74408,11.40754,12.09052,11.5199,11.58286,11.307,12.31,10.535,11.808,11.231,13.429,14.056,14.653,15.767,16.339,17.25005,18.18605,19.30205,20.17105,21.48805,22.95105,24.17505,26.60005,29.35805,28.91405,30.53261,35.22945,35.04084,37.08566,38.4352,40.86402,44.31434,46.939866,48.737489,50.214224,46.444669,51.762119
Peru,net imports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.001,0,0,0,0,0,0,-0.008,0,0,0,-0.063,-0.112,0.005,0.003,0,-0.013,-0.0545,-0.016,0.0166,0.0212,0.06005,0.037,0.037
Peru,distribution losses ,Central & South America,1.302,1.333,1.251,1.011,1.174,1.418,1.558,1.856,1.914,1.895,1.883,1.581,2.301,2.697,3.266,3.01,2.883,2.883,2.394,2.294,2.287,2.236,2.276,2.317,2.359,2.381,2.549,2.54,2.658,2.686,3.634,2.277,3.38,4.564,5.016,5.321,5.503,5.539828,5.965627,6.407694,6.410788,6.410788
Puerto Rico,net generation,Central & South America,13.301,13.058,11.114,11.326,11.783,11.586,12.109,12.944,13.552,13.465,14.246323,14.860574,15.445842,16.17872,16.834438,17.407132,17.878994,18.743119,19.212371,20.103944,21.813,22.302,23.175,23.937,24.135,24.9622843,23.837,22.305,20.921,20.7098,20.8958,20.0178,21.203,20.497,20.416,20.415061,20.961866,16.691,16.988629,17.267,17.149,18.24765736
Puerto Rico,net consumption,Central & South America,12.36993,12.14394,10.33602,10.53318,10.95819,10.77498,11.26137,12.03792,12.60336,12.52245,13.24908039,13.82033382,14.36463306,15.0462096,15.65602734,16.18863276,16.62746442,17.43110067,17.86750503,18.69666792,20.50419,20.96388,21.784464,22.500762,22.686888,23.4645763,22.340216,20.826816,19.528184,19.33049,19.50116,18.682356,19.864646,19.207408,19.151992,19.160401,19.72322,15.708716,16.465048,16.133822,16.02256,17.12121736
Puerto Rico,net imports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puerto Rico,distribution losses ,Central & South America,0.93107,0.91406,0.77798,0.79282,0.82481,0.81102,0.84763,0.90608,0.94864,0.94255,0.99724261,1.04024018,1.08120894,1.1325104,1.17841066,1.21849924,1.25152958,1.31201833,1.34486597,1.40727608,1.30881,1.33812,1.390536,1.436238,1.448112,1.497708,1.496784,1.478184,1.392816,1.37931,1.39464,1.335444,1.338354,1.289592,1.264008,1.25466,1.238646,0.982284,0.523581,1.133178,1.12644,1.12644
Saint Kitts and Nevis,net generation,Central & South America,0.034,0.034,0.035,0.033,0.033,0.033,0.033,0.034,0.035,0.035,0.061,0.079,0.079,0.065,0.07,0.076,0.077,0.085,0.087,0.092,0.094,0.094,0.103,0.119,0.122,0.125,0.127,0.157,0.167,0.173,0.179,0.189,0.2,0.206,0.20634,0.202674,0.211886,0.21274,0.21374,0.21374,0.203241562,0.215865022
Saint Kitts and Nevis,net consumption,Central & South America,0.03162,0.03162,0.03255,0.03069,0.03069,0.03069,0.03069,0.03162,0.03255,0.03255,0.05673,0.07347,0.07347,0.06045,0.0651,0.07068,0.07161,0.07905,0.08091,0.08556,0.07,0.068,0.075,0.09,0.093,0.093,0.095,0.122,0.133,0.1348,0.1405,0.1494,0.1612,0.167,0.16734,0.171374,0.175886,0.16774,0.17374,0.17374,0.163241562,0.175865022
Saint Kitts and Nevis,net imports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Kitts and Nevis,distribution losses ,Central & South America,0.00238,0.00238,0.00245,0.00231,0.00231,0.00231,0.00231,0.00238,0.00245,0.00245,0.00427,0.00553,0.00553,0.00455,0.0049,0.00532,0.00539,0.00595,0.00609,0.00644,0.024,0.026,0.028,0.029,0.029,0.032,0.032,0.035,0.034,0.0382,0.0385,0.0396,0.0388,0.039,0.039,0.0313,0.036,0.045,0.04,0.04,0.04,0.04
Saint Lucia,net generation,Central & South America,0.054,0.058,0.057,0.064,0.064,0.068,0.07,0.075,0.097,0.097,0.098,0.099,0.143004,0.160206,0.169838,0.18478,0.186151,0.200358,0.221728,0.240823,0.26014,0.269347,0.26857,0.281044,0.290028,0.304197,0.310914,0.324956,0.331195,0.341211,0.358,0.362,0.361796,0.3601,0.35686514,0.35957292,0.36924314,0.37758,0.37843632,0.3500737,0.332542021,0.353622342
Saint Lucia,net consumption,Central & South America,0.05022,0.05394,0.05301,0.05952,0.05952,0.06324,0.0651,0.06975,0.09021,0.09021,0.09114,0.09207,0.13299372,0.14899158,0.15794934,0.1718454,0.17312043,0.18633294,0.20620704,0.22396539,0.22954,0.238747,0.23417,0.245944,0.259928,0.271197,0.277614,0.290256,0.295095,0.307611,0.322,0.324766,0.324848,0.326309,0.32329114,0.32955992,0.33981114,0.35013,0.35311932,0.3234157,0.305884021,0.326964342
Saint Lucia,net imports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Lucia,distribution losses ,Central & South America,0.00378,0.00406,0.00399,0.00448,0.00448,0.00476,0.0049,0.00525,0.00679,0.00679,0.00686,0.00693,0.01001028,0.01121442,0.01188866,0.0129346,0.01303057,0.01402506,0.01552096,0.01685761,0.0306,0.0306,0.0344,0.0351,0.0301,0.033,0.0333,0.0347,0.0361,0.0336,0.036,0.037234,0.036948,0.033791,0.033574,0.030013,0.029432,0.02745,0.025317,0.026658,0.026658,0.026658
Saint Vincent/Grenadines,net generation,Central & South America,0.026,0.027,0.03,0.03,0.034,0.038,0.04,0.043,0.047,0.048,0.049,0.051,0.055,0.06,0.061,0.069,0.073,0.076,0.081,0.081,0.09,0.094,0.097,0.103,0.114,0.125838,0.126961,0.13376264,0.131965,0.132,0.136,0.132,0.132,0.135,0.13400086,0.1388075,0.14485714,0.14199702,0.1425094,0.147,0.156935628,0.164227508
Saint Vincent/Grenadines,net consumption,Central & South America,0.02418,0.02511,0.0279,0.0279,0.03162,0.03534,0.0372,0.03999,0.04371,0.04464,0.04557,0.04743,0.05115,0.0558,0.05673,0.06417,0.06789,0.07068,0.07533,0.07533,0.0784,0.0837,0.0866,0.0932,0.1036,0.114738,0.116461,0.12333164,0.120764,0.121258,0.126202,0.121881,0.122791,0.125441,0.12423186,0.1294715,0.13429614,0.13297602,0.1314264,0.1372,0.147135628,0.154165575
Saint Vincent/Grenadines,net imports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Vincent/Grenadines,distribution losses ,Central & South America,0.00182,0.00189,0.0021,0.0021,0.00238,0.00266,0.0028,0.00301,0.00329,0.00336,0.00343,0.00357,0.00385,0.0042,0.00427,0.00483,0.00511,0.00532,0.00567,0.00567,0.0116,0.0103,0.0104,0.0098,0.0104,0.0111,0.0105,0.010431,0.011201,0.010742,0.009798,0.010119,0.009209,0.009559,0.009769,0.009336,0.010561,0.009021,0.011083,0.0098,0.0098,0.010061933
Suriname,net generation,Central & South America,1.524,1.324,1.304,1.077,1.108,1.172,1.167,0.671,0.887,1.343,1.501,1.682,1.726,1.75,1.77,1.594,1.406,1.414,1.421,1.44,1.397,1.416,1.431,1.444,1.457,1.518,1.563,1.563,1.564,1.566,1.68136,1.88639,1.89524,1.91721,1.92423,1.942551,1.908281,1.876011,1.891111,1.958828,1.932095038,2.020408283
Suriname,net consumption,Central & South America,1.446,1.254,1.231,1.003,1.041,1.116,1.105,0.623,0.822,1.251,1.41,1.564,1.607,1.63,1.65,1.474,1.289,1.295,1.303,1.32,1.292,1.305,1.31,1.324,1.33,1.381,1.425,1.423,1.4089,1.4094,1.53436,1.71081,1.79072,2.04061,2.17763,1.829837111,2.130681,2.550161,2.272961,2.324708,2.282095038,2.370408283
Suriname,net imports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073,0.32,0.443,0.129,0.439,0.891,0.808,0.8183,0.8,0.8
Suriname,distribution losses ,Central & South America,0.078,0.07,0.073,0.074,0.067,0.056,0.062,0.048,0.065,0.092,0.091,0.118,0.119,0.12,0.12,0.12,0.117,0.119,0.118,0.12,0.105,0.111,0.121,0.12,0.127,0.137,0.138,0.14,0.1551,0.1566,0.147,0.17558,0.17752,0.1966,0.1896,0.241713889,0.2166,0.21685,0.42615,0.45242,0.45,0.45
The Bahamas,net generation,Central & South America,0.799,0.714,0.762,0.819,0.814,0.846,0.851,0.853,0.855,0.87,0.893,1.067,1.095,1.144,1.201,1.179,1.213,1.282,1.393,1.464,1.565,1.626,1.716,1.81,1.794703,1.8944,1.927583,2.045213,2.05,1.945,1.8895,1.9316,1.7869,1.774,1.809,1.88,1.85,1.870067,2.145067,2.103493,1.997366495,2.124974398
The Bahamas,net consumption,Central & South America,0.74307,0.66402,0.70866,0.76167,0.75702,0.78678,0.79143,0.79329,0.79515,0.8091,0.83049,0.99231,1.01835,1.06392,1.11693,1.09647,1.12809,1.19226,1.29549,1.36152,1.565,1.626,1.716,1.81,1.794703,1.8944,1.927583,2.045213,2.05,1.945,1.8895,1.9316,1.7869,1.774,1.809,1.88,1.85,1.870067,1.99491231,1.95624849,1.847366495,1.97622619
The Bahamas,net imports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Bahamas,distribution losses ,Central & South America,0.05593,0.04998,0.05334,0.05733,0.05698,0.05922,0.05957,0.05971,0.05985,0.0609,0.06251,0.07469,0.07665,0.08008,0.08407,0.08253,0.08491,0.08974,0.09751,0.10248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15015469,0.14724451,0.15,0.148748208
Trinidad and Tobago,net generation,Central & South America,1.95,2.174,2.53,2.746,2.83,2.853,3.136,3.322,3.309,3.255,3.364,3.498,3.739,3.59,3.827,4.051,4.27,4.69,4.86,4.933,5.133,5.307,5.307,6.052,6.046,6.638,6.745,7.22,7.271,7.378,7.9799,8.24592,8.58432,8.93494,8.85792,8.9971,8.85516,8.76492,8.6728,8.63802,8.201788516,8.726318981
Trinidad and Tobago,net consumption,Central & South America,1.706,1.964,2.378,2.42,2.47,2.446,2.799,2.949,2.981,2.883,3.065,3.035,3.285,3.275,3.369,3.636,3.82,4.289,4.442,4.505,4.734,4.879,4.879,5.74,5.678,6.249,6.471,6.966,7.047,7.087,7.7149,8.00292,8.34532,8.70094,8.61292,8.7491,8.60216,8.490056,8.246993,8.213919,7.779031516,8.303561981
Trinidad and Tobago,net imports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trinidad and Tobago,distribution losses ,Central & South America,0.244,0.21,0.152,0.326,0.36,0.407,0.337,0.373,0.328,0.372,0.299,0.463,0.454,0.315,0.458,0.415,0.45,0.401,0.418,0.428,0.399,0.428,0.428,0.312,0.368,0.389,0.274,0.254,0.224,0.291,0.265,0.243,0.239,0.234,0.245,0.248,0.253,0.274864,0.425807,0.424101,0.422757,0.422757
Turks and Caicos Islands,net generation,Central & South America,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.01,0.019,0.023,0.026,0.03,0.034,0.037,0.036,0.048,0.05,0.06,0.071,0.075,0.096,0.103,0.11,0.124,0.149,0.171,0.186,0.196,0.196,0.195,0.197,0.196,0.21338,0.22466,0.235,0.226164,0.24258,0.245118,0.256,0.27254
Turks and Caicos Islands,net consumption,Central & South America,0.00465,0.00465,0.00465,0.00465,0.00465,0.00465,0.00465,0.00465,0.00465,0.0093,0.01767,0.02139,0.02418,0.0279,0.03162,0.03441,0.03348,0.04464,0.0465,0.0558,0.071,0.075,0.096,0.103,0.11,0.124,0.149,0.171,0.186,0.196,0.196,0.195,0.197,0.196,0.21338,0.22466,0.235,0.212164,0.23008,0.232618,0.2435,0.25976828
Turks and Caicos Islands,net imports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
